BAND,diam_str,diameters,xh_list,yh_list,sig_array,mu_array,aper_corr,sig_array_corr,1sig_corr,5sig,5sig_corr
f090w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.00097551 0.00097551 0.00097551
 0.00195102 0.00390203 0.00292653 0.00487754 0.00780407 0.00780407
 0.01951017 0.02438771 0.03024076 0.04779992 0.06145704 0.07218763
 0.08682026 0.13852221 0.13852221 0.2058323  0.16583645 0.21070984
 0.17559153 0.1609589  0.16778746 0.13364467 0.11218348 0.09072229
 0.06340805 0.05365297 0.04097136 0.03706932 0.02146119 0.01463263
 0.01073059 0.00585305 0.00877958 0.00390203 0.00292653 0.00390203
 0.00097551 0.00195102 0.         0.00195102 0.00292653]",2.6235503592853244,0.19338455609656252,0.835527,3.139994709070233,30.157677709294298,28.60535147681984,28.41025269845425
nc,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.0019215  0.00096075 0.0019215  0.0019215  0.01633279
 0.03746934 0.0864677  0.18734669 0.31896975 0.47172935 0.45827882
 0.30551922 0.20944399 0.11529027 0.05956664 0.0422731  0.01633279
 0.01248978 0.0019215  0.00096075 0.00096075 0.00096075 0.00096075
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]",0.976633730986643,-0.10668435832248346,0.7602289999999999,1.2846572953500104,31.128031781198978,29.678245689473005,29.38060677035893
f160w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.0009643  0.         0.         0.0019286
 0.         0.         0.         0.0019286  0.0019286  0.0019286
 0.0009643  0.0019286  0.0009643  0.0038572  0.0038572  0.01639311
 0.03375051 0.09160854 0.20443168 0.30375462 0.41079196 0.43586377
 0.30086172 0.21503898 0.13885925 0.06364382 0.03760771 0.02700041
 0.02025031 0.0106073  0.0028929  0.0048215  0.0028929  0.0019286
 0.0009643  0.0009643  0.         0.0019286  0.0009643  0.
 0.0009643  0.         0.         0.         0.0009643 ]",1.2173254092583397,-0.0513145455950406,0.833,1.4613750411264583,30.988095785643857,29.439058271286843,29.24067077480381
f140w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.0009747  0.         0.         0.0009747
 0.         0.         0.0019494  0.0029241  0.0019494  0.0009747
 0.         0.         0.0019494  0.         0.00779759 0.0068229
 0.05458316 0.10234343 0.19299046 0.30995438 0.40255081 0.38013273
 0.32262547 0.21930734 0.1442555  0.08869764 0.03313978 0.02631688
 0.01559519 0.0048735  0.0068229  0.0038988  0.         0.0019494
 0.0048735  0.0009747  0.0009747  0.0019494  0.0009747  0.
 0.0009747  0.0009747  0.0009747  0.         0.0009747 ]",1.8907635317763718,-0.048080581669511194,0.837,2.2589767404735626,30.515220601911114,28.96098194608792,28.767795591071067
f125w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.00096311 0.         0.         0.00096311 0.         0.
 0.00096311 0.00192623 0.         0.00770492 0.01252049 0.0260041
 0.0394877  0.10883197 0.19840164 0.31590164 0.38428279 0.37754098
 0.31204918 0.24944672 0.1367623  0.0847541  0.04719262 0.01829918
 0.00770492 0.00866803 0.00288934 0.00481557 0.00096311 0.
 0.         0.         0.         0.00096311 0.         0.
 0.         0.         0.         0.         0.        ]",1.1219912726987888,-0.0905612161241872,0.841,1.33411566313768,31.087016292456227,29.527601292121403,29.33959128161618
f105w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.0009639  0.         0.
 0.         0.0009639  0.         0.         0.         0.0009639
 0.00192781 0.0009639  0.         0.0009639  0.00385562 0.00578343
 0.01156686 0.03759229 0.13301887 0.30748564 0.50508614 0.53978671
 0.37110336 0.21687859 0.09735439 0.05590648 0.02313372 0.01445857
 0.00674733 0.00578343 0.00385562 0.0009639  0.         0.
 0.         0.         0.         0.0009639  0.         0.00192781
 0.         0.         0.         0.         0.        ]",0.9298364489834196,-0.03193489535248941,0.852,1.0913573344875818,31.305082571312543,29.73155857355575,29.557657560472496
f850lp,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.0067863  0.00387789 0.0067863  0.00872525 0.01066419 0.0174505
 0.01551155 0.0242368  0.02811469 0.03199257 0.05235149 0.04750413
 0.05138201 0.05719884 0.06301568 0.086283   0.11342822 0.10664191
 0.11439769 0.10858086 0.11633663 0.09694719 0.12312294 0.1105198
 0.1347566  0.11633663 0.11827558 0.08725248 0.07852723 0.07464934
 0.06301568 0.05719884 0.05622937 0.03393152 0.03199257 0.0174505
 0.0242368  0.01260314 0.01066419 0.0067863  0.0067863  0.0067863
 0.00096947 0.00387789 0.00290842 0.00193894 0.00096947]",3.429494026324629,-0.7281123726925952,0.664,5.164900642055164,29.617345071625284,28.314499862365192,27.869920060785237
f814w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00096115 0.00192229 0.00384458
 0.00672802 0.01249489 0.02498978 0.03171779 0.04805726 0.10092025
 0.1105317  0.13552147 0.19126789 0.22106339 0.24509202 0.24413088
 0.19222904 0.17492843 0.16627812 0.12879346 0.10284254 0.07400818
 0.05478528 0.02883436 0.01633947 0.01153374 0.00480573 0.00384458
 0.00288344 0.00288344 0.00384458 0.00096115 0.         0.
 0.00096115 0.         0.         0.         0.        ]",1.7763093164315793,-0.07133546362276956,0.782,2.271495289554449,30.509220398634092,29.028778505144427,28.761795387794045
f775w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00192308 0.00673077
 0.02596154 0.07115385 0.21346154 0.3125     0.39038462 0.47307692
 0.36826923 0.24519231 0.12788462 0.0625     0.01826923 0.02211538
 0.00384615 0.00192308 0.00192308 0.00096154 0.         0.00096154
 0.         0.         0.         0.00096154 0.         0.
 0.         0.         0.         0.         0.        ]",0.9269632760838064,-0.0513605346091674,0.807,1.148653378046848,31.249527514685788,29.734918667040567,29.50210250384574
f606w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00096075 0.0019215  0.00768602 0.02305805
 0.05188062 0.108565   0.19983647 0.25459935 0.34491006 0.3843009
 0.33530253 0.26324612 0.16044563 0.09895748 0.06148814 0.03170482
 0.00864677 0.00672527 0.00288226 0.00096075 0.         0.00096075
 0.         0.         0.00096075 0.         0.         0.
 0.         0.         0.         0.         0.        ]",1.1113622984746505,0.011138039913515477,0.851,1.3059486468562287,31.11018475065668,29.53793583960516,29.36275973981663
f435w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00095918 0.00479592
 0.00287755 0.01246939 0.01630612 0.02493878 0.05755102 0.07289796
 0.12277551 0.13332653 0.16306122 0.22253061 0.24171429 0.235
 0.21581633 0.20142857 0.1822449  0.12853061 0.11126531 0.07097959
 0.0527551  0.03357143 0.01534694 0.0057551  0.00767347 0.0057551
 0.0057551  0.00095918 0.00095918 0.         0.         0.
 0.         0.         0.         0.         0.        ]",1.7131838950433425,0.0019413713659058866,0.854,2.006070134711174,30.644134718935057,29.068065031372498,28.89670970809501
